Month,Store,Metric,Amount
Aug 24,EXA,Gross margin,2323147.477275428
Aug 24,EXA,store Labor Cost,424250.8064516129
Aug 24,EXA,Utility Cost,82717.74
Aug 24,EXA,CAM,63004.0
Aug 24,EXA,Aggregator commission,418463.49
Aug 24,EXA,Marketing & advertisement,124558.95
Aug 24,EXA,Other opex expenses,110567.1700000003
Aug 24,VRA,Gross Sales,2848400.039
Aug 24,VRA,Net Sales,2774666.18
Aug 24,VRA,COGS (food +packaging),1051139.908638571
Aug 24,VRA,Gross margin,1723526.271361428
Aug 24,VRA,store Labor Cost,440334.1935483871
Aug 24,VRA,Utility Cost,165976.0
Aug 24,VRA,CAM,109150.0
Aug 24,VRA,Aggregator commission,289250.78
Aug 24,VRA,Marketing & advertisement,136898.01
Aug 24,VRA,Other opex expenses,102646.68
Aug 24,CPM,Gross Sales,2727293.034
Aug 24,CPM,Net Sales,2610660.08
Aug 24,CPM,COGS (food +packaging),957847.6785005715
Aug 24,CPM,Gross margin,1652812.401499429
Aug 24,CPM,store Labor Cost,448919.1935483871
Aug 24,CPM,Utility Cost,99063.0
Aug 24,CPM,CAM,74990.0
Aug 24,CPM,Aggregator commission,64085.57
Aug 24,CPM,Marketing & advertisement,127693.29
Aug 24,CPM,Other opex expenses,110585.102
Aug 24,KTP,Gross Sales,4726607.977
Aug 24,KTP,Net Sales,4613408.74
Aug 24,KTP,COGS (food +packaging),1668113.964728571
Aug 24,KTP,Gross margin,2945294.775271429
Aug 24,KTP,store Labor Cost,588802.0
Aug 24,KTP,Utility Cost,271486.0
Aug 24,KTP,CAM,53100.0
Aug 24,KTP,Aggregator commission,521192.18
Aug 24,KTP,Marketing & advertisement,78171.06
Aug 24,KTP,Other opex expenses,147289.24
Aug 24,CAR,Gross Sales,1819824.92
Aug 24,CAR,Net Sales,1754374.4
Aug 24,CAR,COGS (food +packaging),667637.3194685715
Aug 24,CAR,Gross margin,1086737.080531429
Aug 24,CAR,store Labor Cost,296453.4193548387
Aug 24,CAR,Utility Cost,95000.0
Aug 24,CAR,CAM,69296.0
Aug 24,CAR,Aggregator commission,99640.99
Aug 24,CAR,Marketing & advertisement,137792.33
Aug 24,CAR,Other opex expenses,81836.94
Aug 24,VEL,Gross Sales,3734830.987
Aug 24,VEL,Net Sales,3661521.94
Aug 24,VEL,COGS (food +packaging),1327530.283428571
Aug 24,VEL,Gross margin,2333991.656571429
Aug 24,VEL,store Labor Cost,430765.2903225807
Aug 24,VEL,Utility Cost,159276.0
Aug 24,VEL,CAM,
Aug 24,VEL,Aggregator commission,490849.02
Aug 24,VEL,Marketing & advertisement,28235.29
Aug 24,VEL,Other opex expenses,155998.914
Sep 24,EGL,Gross Sales,1798871.941
Sep 24,EGL,Net Sales,1721873.845714286
Sep 24,EGL,COGS (food +packaging),667767.3718430001
Sep 24,EGL,Gross margin,1054106.473871286
Sep 24,EGL,store Labor Cost,271565.165
Sep 24,EGL,Utility Cost,82806.0
Sep 24,EGL,CAM,0.0
Sep 24,EGL,Aggregator commission,0.0
Sep 24,EGL,Marketing & advertisement,1143.74
Sep 24,EGL,Other opex expenses,102305.0059999999
Sep 24,ITPL,Gross Sales,6326779.0
Sep 24,ITPL,Net Sales,6201778.999999999
Sep 24,ITPL,COGS (food +packaging),2413028.6135
Sep 24,ITPL,Gross margin,3788750.386499999
Sep 24,ITPL,store Labor Cost,625425.9651
Sep 24,ITPL,Utility Cost,155000.07
Sep 24,ITPL,CAM,0.0
Sep 24,ITPL,Aggregator commission,855615.56
Sep 24,ITPL,Marketing & advertisement,78997.9
Sep 24,ITPL,Other opex expenses,231364.9399999998
Sep 24,RMZ,Gross Sales,1869229.0
Sep 24,RMZ,Net Sales,1807304.380952381
Sep 24,RMZ,COGS (food +packaging),649314.4343
Sep 24,RMZ,Gross margin,1157989.946652381
Sep 24,RMZ,store Labor Cost,328002.6803333333
Sep 24,RMZ,Utility Cost,56933.32
Sep 24,RMZ,CAM,18880.0
Sep 24,RMZ,Aggregator commission,115573.27
Sep 24,RMZ,Marketing & advertisement,1143.74
Sep 24,RMZ,Other opex expenses,110420.0539999999
Sep 24,KOR,Gross Sales,4883259.0
Sep 24,KOR,Net Sales,4811060.619047618
Sep 24,KOR,COGS (food +packaging),1713647.09846
Sep 24,KOR,Gross margin,3097413.520587618
Sep 24,KOR,store Labor Cost,466484.3483333333
Sep 24,KOR,Utility Cost,206459.0
Sep 24,KOR,CAM,0.0
Sep 24,KOR,Aggregator commission,731209.65
Sep 24,KOR,Marketing & advertisement,66010.21
Sep 24,KOR,Other opex expenses,205885.085
Sep 24,INB,Gross Sales,
Sep 24,INB,Net Sales,
Sep 24,INB,COGS (food +packaging),0.0
Sep 24,INB,Gross margin,0.0
Sep 24,INB,store Labor Cost,0.0
Sep 24,INB,Utility Cost,0.0
Sep 24,INB,CAM,0.0
Sep 24,INB,Aggregator commission,0.0
Sep 24,INB,Marketing & advertisement,
Sep 24,INB,Other opex expenses,0.0
Sep 24,DIV,Gross Sales,1660160.0
Sep 24,DIV,Net Sales,1622354.238095238
Sep 24,DIV,COGS (food +packaging),545003.2894750001
Sep 24,DIV,Gross margin,1077350.948620238
Sep 24,DIV,store Labor Cost,308539.2310546667
Sep 24,DIV,Utility Cost,116334.0
Sep 24,DIV,CAM,21240.0
Sep 24,DIV,Aggregator commission,197164.56
Sep 24,DIV,Marketing & advertisement,21253.15
Sep 24,DIV,Other opex expenses,108822.888
Sep 24,IND,Gross Sales,10011466.9975
Sep 24,IND,Net Sales,9916163.14047619
Sep 24,IND,COGS (food +packaging),3553901.79568
Sep 24,IND,Gross margin,6362261.344796189
Sep 24,IND,store Labor Cost,765079.9166666666
Sep 24,IND,Utility Cost,251189.0
Sep 24,IND,CAM,0.0
Sep 24,IND,Aggregator commission,1606040.51
Sep 24,IND,Marketing & advertisement,147696.18
Sep 24,IND,Other opex expenses,283168.0319999997
Sep 24,BAG,Gross Sales,1733803.0
Sep 24,BAG,Net Sales,1670030.19047619
Sep 24,BAG,COGS (food +packaging),624648.6675230002
Sep 24,BAG,Gross margin,1045381.52295319
Sep 24,BAG,store Labor Cost,268675.6516
Sep 24,BAG,Utility Cost,63779.0
Sep 24,BAG,CAM,41300.0
Sep 24,BAG,Aggregator commission,88732.15
Sep 24,BAG,Marketing & advertisement,9546.83
Sep 24,BAG,Other opex expenses,113893.9729999999
Sep 24,ECO-old,Gross Sales,
Sep 24,ECO-old,Net Sales,
Sep 24,ECO-old,COGS (food +packaging),0.0
Sep 24,ECO-old,Gross margin,0.0
Sep 24,ECO-old,store Labor Cost,0.0
Sep 24,ECO-old,Utility Cost,0.0
Sep 24,ECO-old,CAM,0.0
Sep 24,ECO-old,Aggregator commission,
Sep 24,ECO-old,Marketing & advertisement,0.0
Sep 24,ECO-old,Other opex expenses,0.0
Sep 24,DLF,Gross Sales,
Sep 24,DLF,Net Sales,
Sep 24,DLF,COGS (food +packaging),0.0
Sep 24,DLF,Gross margin,0.0
Sep 24,DLF,store Labor Cost,0.0
Sep 24,DLF,Utility Cost,0.0
Sep 24,DLF,CAM,0.0
Sep 24,DLF,Aggregator commission,
Sep 24,DLF,Marketing & advertisement,0.0
Sep 24,DLF,Other opex expenses,0.0
Sep 24,MAN,Gross Sales,2604900.0
Sep 24,MAN,Net Sales,2539328.380952381
Sep 24,MAN,COGS (food +packaging),899309.3378410001
Sep 24,MAN,Gross margin,1640019.043111381
Sep 24,MAN,store Labor Cost,334388.106191
Sep 24,MAN,Utility Cost,94843.0
Sep 24,MAN,CAM,0.0
Sep 24,MAN,Aggregator commission,251651.59
Sep 24,MAN,Marketing & advertisement,97560.99
Sep 24,MAN,Other opex expenses,120669.3020000001
Sep 24,ECW-old,Gross Sales,825176.0064999996
Sep 24,ECW-old,Net Sales,786628.3395238091
Sep 24,ECW-old,COGS (food +packaging),301499.2365220001
Sep 24,ECW-old,Gross margin,485129.103001809
Sep 24,ECW-old,store Labor Cost,269953.5176666667
Sep 24,ECW-old,Utility Cost,97159.0
Sep 24,ECW-old,CAM,20355.0
Sep 24,ECW-old,Aggregator commission,610.92
Sep 24,ECW-old,Marketing & advertisement,1143.99
Sep 24,ECW-old,Other opex expenses,121789.6060000001
Sep 24,MTP,Gross Sales,1083075.0
Sep 24,MTP,Net Sales,1031500.0
Sep 24,MTP,COGS (food +packaging),417875.8065000001
Sep 24,MTP,Gross margin,613624.1934999996
Sep 24,MTP,store Labor Cost,234254.3445
Sep 24,MTP,Utility Cost,82030.0
Sep 24,MTP,CAM,0.0
Sep 24,MTP,Aggregator commission,0.0
Sep 24,MTP,Marketing & advertisement,1143.74
Sep 24,MTP,Other opex expenses,74989.41000000006
Sep 24,ETV,Gross Sales,
Sep 24,ETV,Net Sales,
Sep 24,ETV,COGS (food +packaging),0.0
Sep 24,ETV,Gross margin,0.0
Sep 24,ETV,store Labor Cost,0.0
Sep 24,ETV,Utility Cost,0.0
Sep 24,ETV,CAM,0.0
Sep 24,ETV,Aggregator commission,
Sep 24,ETV,Marketing & advertisement,0.0
Sep 24,ETV,Other opex expenses,0.0
Sep 24,VIR,Gross Sales,3330518.0
Sep 24,VIR,Net Sales,3291884.047619047
Sep 24,VIR,COGS (food +packaging),1140115.6956
Sep 24,VIR,Gross margin,2151768.352019047
Sep 24,VIR,store Labor Cost,339706.141
Sep 24,VIR,Utility Cost,110532.0
Sep 24,VIR,CAM,29500.0
Sep 24,VIR,Aggregator commission,565304.12
Sep 24,VIR,Marketing & advertisement,17134.48
Sep 24,VIR,Other opex expenses,154092.0899999999
Sep 24,Tecno,Gross Sales,
Sep 24,Tecno,Net Sales,
Sep 24,Tecno,COGS (food +packaging),0.0
Sep 24,Tecno,Gross margin,0.0
Sep 24,Tecno,store Labor Cost,0.0
Sep 24,Tecno,Utility Cost,0.0
Sep 24,Tecno,CAM,0.0
Sep 24,Tecno,Aggregator commission,0.0
Sep 24,Tecno,Marketing & advertisement,0.0
Sep 24,Tecno,Other opex expenses,0.0
Sep 24,ARK,Gross Sales,6797626.0
Sep 24,ARK,Net Sales,6732562.047619047
Sep 24,ARK,COGS (food +packaging),2204877.076417
Sep 24,ARK,Gross margin,4527684.971202048
Sep 24,ARK,store Labor Cost,508154.559
Sep 24,ARK,Utility Cost,185680.0
Sep 24,ARK,CAM,0.0
Sep 24,ARK,Aggregator commission,1065868.59
Sep 24,ARK,Marketing & advertisement,47095.67
Sep 24,ARK,Other opex expenses,241508.8319999999
Sep 24,SIG,Gross Sales,
Sep 24,SIG,Net Sales,
Sep 24,SIG,COGS (food +packaging),0.0
Sep 24,SIG,Gross margin,0.0
Sep 24,SIG,store Labor Cost,0.0
Sep 24,SIG,Utility Cost,0.0
Sep 24,SIG,CAM,0.0
Sep 24,SIG,Aggregator commission,
Sep 24,SIG,Marketing & advertisement,0.0
Sep 24,SIG,Other opex expenses,0.0
Sep 24,HSR,Gross Sales,9338411.0
Sep 24,HSR,Net Sales,9238739.147142855
Sep 24,HSR,COGS (food +packaging),3114781.084725
Sep 24,HSR,Gross margin,6123958.062417855
Sep 24,HSR,store Labor Cost,724756.7448110001
Sep 24,HSR,Utility Cost,222140.0
Sep 24,HSR,CAM,0.0
Sep 24,HSR,Aggregator commission,1444778.19
Sep 24,HSR,Marketing & advertisement,40984.4
Sep 24,HSR,Other opex expenses,283447.3700000002
Sep 24,CVR,Gross Sales,1204494.0
Sep 24,CVR,Net Sales,1147137.142857142
Sep 24,CVR,COGS (food +packaging),409818.77459
Sep 24,CVR,Gross margin,737318.3682671422
Sep 24,CVR,store Labor Cost,247743.724
Sep 24,CVR,Utility Cost,75284.0
Sep 24,CVR,CAM,29500.0
Sep 24,CVR,Aggregator commission,0.0
Sep 24,CVR,Marketing & advertisement,1143.74
Sep 24,CVR,Other opex expenses,86228.56900000005
Sep 24,SJP,Gross Sales,4723720.0
Sep 24,SJP,Net Sales,4679915.380952381
Sep 24,SJP,COGS (food +packaging),1739939.7471
Sep 24,SJP,Gross margin,2939975.63385238
Sep 24,SJP,store Labor Cost,636416.7477666667
Sep 24,SJP,Utility Cost,151221.0
Sep 24,SJP,CAM,0.0
Sep 24,SJP,Aggregator commission,800987.98
Sep 24,SJP,Marketing & advertisement,279171.41
Sep 24,SJP,Other opex expenses,248757.2099999997
Sep 24,ORW,Gross Sales,2898220.0
Sep 24,ORW,Net Sales,2811021.142857142
Sep 24,ORW,COGS (food +packaging),988346.5112000001
Sep 24,ORW,Gross margin,1822674.631657142
Sep 24,ORW,store Labor Cost,369565.983
Sep 24,ORW,Utility Cost,108160.82
Sep 24,ORW,CAM,107617.0
Sep 24,ORW,Aggregator commission,213223.71
Sep 24,ORW,Marketing & advertisement,136186.01
Sep 24,ORW,Other opex expenses,94985.47900000022
Sep 24,EST,Gross Sales,3646857.0
Sep 24,EST,Net Sales,3613215.476190476
Sep 24,EST,COGS (food +packaging),1243338.8787
Sep 24,EST,Gross margin,2369876.597490476
Sep 24,EST,store Labor Cost,419795.7933333333
Sep 24,EST,Utility Cost,153164.0
Sep 24,EST,CAM,41669.0
Sep 24,EST,Aggregator commission,630424.72
Sep 24,EST,Marketing & advertisement,23625.38
Sep 24,EST,Other opex expenses,110521.3860000002
Sep 24,ORE,Gross Sales,
Sep 24,ORE,Net Sales,0.0
Sep 24,ORE,COGS (food +packaging),0.0
Sep 24,ORE,Gross margin,0.0
Sep 24,ORE,store Labor Cost,0.0
Sep 24,ORE,Utility Cost,0.0
Sep 24,ORE,CAM,0.0
Sep 24,ORE,Aggregator commission,
Sep 24,ORE,Marketing & advertisement,0.0
Sep 24,ORE,Other opex expenses,0.0
Sep 24,AUR,Gross Sales,
Sep 24,AUR,Net Sales,0.0
Sep 24,AUR,COGS (food +packaging),0.0
Sep 24,AUR,Gross margin,0.0
Sep 24,AUR,store Labor Cost,0.0
Sep 24,AUR,Utility Cost,0.0
Sep 24,AUR,CAM,0.0
Sep 24,AUR,Aggregator commission,
Sep 24,AUR,Marketing & advertisement,0.0
Sep 24,AUR,Other opex expenses,0.0
Sep 24,JPN,Gross Sales,5675280.0
Sep 24,JPN,Net Sales,5607290.523809522
Sep 24,JPN,COGS (food +packaging),2071456.68937
Sep 24,JPN,Gross margin,3535833.834439523
Sep 24,JPN,store Labor Cost,680758.564
Sep 24,JPN,Utility Cost,191065.0
Sep 24,JPN,CAM,0.0
Sep 24,JPN,Aggregator commission,800866.11
Sep 24,JPN,Marketing & advertisement,132307.8
Sep 24,JPN,Other opex expenses,211484.9150000006
Sep 24,JPC,Gross Sales,
Sep 24,JPC,Net Sales,0.0
Sep 24,JPC,COGS (food +packaging),0.0
Sep 24,JPC,Gross margin,0.0
Sep 24,JPC,store Labor Cost,0.0
Sep 24,JPC,Utility Cost,0.0
Sep 24,JPC,CAM,0.0
Sep 24,JPC,Aggregator commission,
Sep 24,JPC,Marketing & advertisement,0.0
Sep 24,JPC,Other opex expenses,0.0
Sep 24,PTP,Gross Sales,2520093.0
Sep 24,PTP,Net Sales,2480916.714285714
Sep 24,PTP,COGS (food +packaging),1032789.414241
Sep 24,PTP,Gross margin,1448127.300044714
Sep 24,PTP,store Labor Cost,330678.2918033333
Sep 24,PTP,Utility Cost,90000.0
Sep 24,PTP,CAM,17700.0
Sep 24,PTP,Aggregator commission,395197.82
Sep 24,PTP,Marketing & advertisement,188411.83
Sep 24,PTP,Other opex expenses,98630.76999999986
Sep 24,SEC,Gross Sales,
Sep 24,SEC,Net Sales,0.0
Sep 24,SEC,COGS (food +packaging),0.0
Sep 24,SEC,Gross margin,0.0
Sep 24,SEC,store Labor Cost,0.0
Sep 24,SEC,Utility Cost,0.0
Sep 24,SEC,CAM,0.0
Sep 24,SEC,Aggregator commission,
Sep 24,SEC,Marketing & advertisement,0.0
Sep 24,SEC,Other opex expenses,0.0
Sep 24,SYH,Gross Sales,5313534.399999999
Sep 24,SYH,Net Sales,5263687.761904761
Sep 24,SYH,COGS (food +packaging),1970104.325175
Sep 24,SYH,Gross margin,3293583.436729761
Sep 24,SYH,store Labor Cost,508531.7933333333
Sep 24,SYH,Utility Cost,196396.0
Sep 24,SYH,CAM,0.0
Sep 24,SYH,Aggregator commission,873879.22
Sep 24,SYH,Marketing & advertisement,101096.79
Sep 24,SYH,Other opex expenses,176587.9020000002
Sep 24,ETF,Gross Sales,2359050.0
Sep 24,ETF,Net Sales,2246714.285714285
Sep 24,ETF,COGS (food +packaging),893628.2906849999
Sep 24,ETF,Gross margin,1353085.995029285
Sep 24,ETF,store Labor Cost,316350.714
Sep 24,ETF,Utility Cost,65665.0
Sep 24,ETF,CAM,0.0
Sep 24,ETF,Aggregator commission,0.0
Sep 24,ETF,Marketing & advertisement,1143.74
Sep 24,ETF,Other opex expenses,104874.068
Sep 24,GSC,Gross Sales,1784719.41
Sep 24,GSC,Net Sales,1699764.2
Sep 24,GSC,COGS (food +packaging),689549.8041500002
Sep 24,GSC,Gross margin,1010214.39585
Sep 24,GSC,store Labor Cost,281077.27
Sep 24,GSC,Utility Cost,0.0
Sep 24,GSC,CAM,0.0
Sep 24,GSC,Aggregator commission,0.0
Sep 24,GSC,Marketing & advertisement,1143.74
Sep 24,GSC,Other opex expenses,283485.39
Sep 24,PRI,Gross Sales,
Sep 24,PRI,Net Sales,0.0
Sep 24,PRI,COGS (food +packaging),0.0
Sep 24,PRI,Gross margin,0.0
Sep 24,PRI,store Labor Cost,0.0
Sep 24,PRI,Utility Cost,0.0
Sep 24,PRI,CAM,0.0
Sep 24,PRI,Aggregator commission,0.0
Sep 24,PRI,Marketing & advertisement,0.0
Sep 24,PRI,Other opex expenses,0.0
Sep 24,ECN,Gross Sales,2491741.0
Sep 24,ECN,Net Sales,2431002.952380952
Sep 24,ECN,COGS (food +packaging),819804.762793
Sep 24,ECN,Gross margin,1611198.189587952
Sep 24,ECN,store Labor Cost,359097.682
Sep 24,ECN,Utility Cost,98478.0
Sep 24,ECN,CAM,45533.33
Sep 24,ECN,Aggregator commission,237291.09
Sep 24,ECN,Marketing & advertisement,1144.5
Sep 24,ECN,Other opex expenses,98065.82300000021
Sep 24,RGA,Gross Sales,1914235.0
Sep 24,RGA,Net Sales,1886853.571428571
Sep 24,RGA,COGS (food +packaging),644386.5443
Sep 24,RGA,Gross margin,1242467.027128571
Sep 24,RGA,store Labor Cost,299642.436
Sep 24,RGA,Utility Cost,76140.0
Sep 24,RGA,CAM,26432.0
Sep 24,RGA,Aggregator commission,251348.37
Sep 24,RGA,Marketing & advertisement,1144.53
Sep 24,RGA,Other opex expenses,98147.02500000005
Sep 24,KNP,Gross Sales,3008500.0
Sep 24,KNP,Net Sales,2966174.428571428
Sep 24,KNP,COGS (food +packaging),1146915.89387
Sep 24,KNP,Gross margin,1819258.534701428
Sep 24,KNP,store Labor Cost,425381.1746
Sep 24,KNP,Utility Cost,135823.0
Sep 24,KNP,CAM,
Sep 24,KNP,Aggregator commission,467775.48
Sep 24,KNP,Marketing & advertisement,205064.31
Sep 24,KNP,Other opex expenses,149388.2890000001
Sep 24,KCK,Gross Sales,4815793.0
Sep 24,KCK,Net Sales,4815733.904761905
Sep 24,KCK,COGS (food +packaging),1700347.500572
Sep 24,KCK,Gross margin,3115386.404189905
Sep 24,KCK,store Labor Cost,379279.0433713333
Sep 24,KCK,Utility Cost,160973.0
Sep 24,KCK,CAM,0.0
Sep 24,KCK,Aggregator commission,1048786.97
Sep 24,KCK,Marketing & advertisement,88593.55
Sep 24,KCK,Other opex expenses,164313.4090000002
Sep 24,BVG,Gross Sales,3570337.0
Sep 24,BVG,Net Sales,3509762.0
Sep 24,BVG,COGS (food +packaging),1285238.16478
Sep 24,BVG,Gross margin,2224523.83522
Sep 24,BVG,store Labor Cost,428192.9403333333
Sep 24,BVG,Utility Cost,132930.0
Sep 24,BVG,CAM,11800.0
Sep 24,BVG,Aggregator commission,475970.82
Sep 24,BVG,Marketing & advertisement,31299.5
Sep 24,BVG,Other opex expenses,152582.5480000001
Sep 24,CLA,Gross Sales,3549382.0
Sep 24,CLA,Net Sales,3547155.0
Sep 24,CLA,COGS (food +packaging),1397968.043819
Sep 24,CLA,Gross margin,2149186.956181
Sep 24,CLA,store Labor Cost,403991.241
Sep 24,CLA,Utility Cost,122833.0
Sep 24,CLA,CAM,0.0
Sep 24,CLA,Aggregator commission,667662.13
Sep 24,CLA,Marketing & advertisement,69550.96
Sep 24,CLA,Other opex expenses,177306.1300000001
Sep 24,IBC,Gross Sales,1437541.0
Sep 24,IBC,Net Sales,1399268.904761904
Sep 24,IBC,COGS (food +packaging),521915.240884
Sep 24,IBC,Gross margin,877353.6638779044
Sep 24,IBC,store Labor Cost,293094.361
Sep 24,IBC,Utility Cost,88649.0
Sep 24,IBC,CAM,0.0
Sep 24,IBC,Aggregator commission,119917.13
Sep 24,IBC,Marketing & advertisement,23604.99
Sep 24,IBC,Other opex expenses,88424.67999999996
Sep 24,BTG,Gross Sales,3913552.0
Sep 24,BTG,Net Sales,3864103.095238095
Sep 24,BTG,COGS (food +packaging),1293489.8532
Sep 24,BTG,Gross margin,2570613.242038095
Sep 24,BTG,store Labor Cost,348269.141
Sep 24,BTG,Utility Cost,48324.8
Sep 24,BTG,CAM,26019.0
Sep 24,BTG,Aggregator commission,573052.72
Sep 24,BTG,Marketing & advertisement,1143.74
Sep 24,BTG,Other opex expenses,138942.8662
Sep 24,ECT,Gross Sales,4295289.0
Sep 24,ECT,Net Sales,4228980.428571427
Sep 24,ECT,COGS (food +packaging),1539160.411849
Sep 24,ECT,Gross margin,2689820.016722427
Sep 24,ECT,store Labor Cost,475486.36
Sep 24,ECT,Utility Cost,179315.3
Sep 24,ECT,CAM,0.0
Sep 24,ECT,Aggregator commission,595130.45
Sep 24,ECT,Marketing & advertisement,103043.23
Sep 24,ECT,Other opex expenses,184100.8130000001
Sep 24,RRR,Gross Sales,2709245.0
Sep 24,RRR,Net Sales,2667987.761904762
Sep 24,RRR,COGS (food +packaging),895969.4841779999
Sep 24,RRR,Gross margin,1772018.277726762
Sep 24,RRR,store Labor Cost,368018.909
Sep 24,RRR,Utility Cost,113633.0
Sep 24,RRR,CAM,44132.0
Sep 24,RRR,Aggregator commission,371347.52
Sep 24,RRR,Marketing & advertisement,36155.02
Sep 24,RRR,Other opex expenses,109869.1779999999
Sep 24,SHV,Gross Sales,3218660.995499999
Sep 24,SHV,Net Sales,3173883.757619047
Sep 24,SHV,COGS (food +packaging),1080556.675676
Sep 24,SHV,Gross margin,2093327.081943047
Sep 24,SHV,store Labor Cost,404274.04296
Sep 24,SHV,Utility Cost,79799.0
Sep 24,SHV,CAM,17700.0
Sep 24,SHV,Aggregator commission,480582.83
Sep 24,SHV,Marketing & advertisement,87347.89
Sep 24,SHV,Other opex expenses,128294.9555
Sep 24,DCB,Gross Sales,1640177.86
Sep 24,DCB,Net Sales,1640177.86
Sep 24,DCB,COGS (food +packaging),758574.1028780001
Sep 24,DCB,Gross margin,881603.757122
Sep 24,DCB,store Labor Cost,373487.273
Sep 24,DCB,Utility Cost,0.0
Sep 24,DCB,CAM,0.0
Sep 24,DCB,Aggregator commission,0.0
Sep 24,DCB,Marketing & advertisement,1143.74
Sep 24,DCB,Other opex expenses,343490.9169999999
Sep 24,STN,Gross Sales,2284331.0
Sep 24,STN,Net Sales,2196277.857142856
Sep 24,STN,COGS (food +packaging),825509.3296990001
Sep 24,STN,Gross margin,1370768.527443856
Sep 24,STN,store Labor Cost,323185.633
Sep 24,STN,Utility Cost,92521.0
Sep 24,STN,CAM,59000.0
Sep 24,STN,Aggregator commission,95418.55
Sep 24,STN,Marketing & advertisement,9957.88
Sep 24,STN,Other opex expenses,103438.0689999999
Sep 24,JAY,Gross Sales,2794804.0
Sep 24,JAY,Net Sales,2719451.761904761
Sep 24,JAY,COGS (food +packaging),1016809.083702
Sep 24,JAY,Gross margin,1702642.678202761
Sep 24,JAY,store Labor Cost,442829.0601546667
Sep 24,JAY,Utility Cost,125929.0
Sep 24,JAY,CAM,27420.0
Sep 24,JAY,Aggregator commission,270227.91
Sep 24,JAY,Marketing & advertisement,174113.82
Sep 24,JAY,Other opex expenses,135990.6500000001
Sep 24,VBP,Gross Sales,5913303.0
Sep 24,VBP,Net Sales,5846385.571428571
Sep 24,VBP,COGS (food +packaging),2327491.77110889
Sep 24,VBP,Gross margin,3518893.80031968
Sep 24,VBP,store Labor Cost,467048.15
Sep 24,VBP,Utility Cost,108231.0
Sep 24,VBP,CAM,46733.22
Sep 24,VBP,Aggregator commission,1007404.75
Sep 24,VBP,Marketing & advertisement,68760.85
Sep 24,VBP,Other opex expenses,195086.0073333333
Sep 24,ADM,Gross Sales,8956187.0
Sep 24,ADM,Net Sales,8893907.523809522
Sep 24,ADM,COGS (food +packaging),3635966.347908497
Sep 24,ADM,Gross margin,5257941.175901026
Sep 24,ADM,store Labor Cost,689184.372
Sep 24,ADM,Utility Cost,163000.0
Sep 24,ADM,CAM,122132.0
Sep 24,ADM,Aggregator commission,1708931.36
Sep 24,ADM,Marketing & advertisement,47895.5
Sep 24,ADM,Other opex expenses,248274.0440000003
Sep 24,SFC,Gross Sales,5780480.0
Sep 24,SFC,Net Sales,5779587.714285715
Sep 24,SFC,COGS (food +packaging),2299551.55882869
Sep 24,SFC,Gross margin,3480036.155457025
Sep 24,SFC,store Labor Cost,329625.638
Sep 24,SFC,Utility Cost,113644.0
Sep 24,SFC,CAM,5778.0
Sep 24,SFC,Aggregator commission,1272663.41
Sep 24,SFC,Marketing & advertisement,65871.93
Sep 24,SFC,Other opex expenses,293678.2311428571
Sep 24,SCK,Gross Sales,6065624.0
Sep 24,SCK,Net Sales,6065174.0
Sep 24,SCK,COGS (food +packaging),2501860.590197196
Sep 24,SCK,Gross margin,3563313.409802804
Sep 24,SCK,store Labor Cost,396934.9815
Sep 24,SCK,Utility Cost,145843.0
Sep 24,SCK,CAM,0.0
Sep 24,SCK,Aggregator commission,1305452.83
Sep 24,SCK,Marketing & advertisement,44954.22
Sep 24,SCK,Other opex expenses,206978.4066190475
Sep 24,SES,Gross Sales,2668482.0
Sep 24,SES,Net Sales,2659554.142857143
Sep 24,SES,COGS (food +packaging),1106430.309780065
Sep 24,SES,Gross margin,1553123.833077078
Sep 24,SES,store Labor Cost,378850.608
Sep 24,SES,Utility Cost,111848.0
Sep 24,SES,CAM,0.0
Sep 24,SES,Aggregator commission,547705.52
Sep 24,SES,Marketing & advertisement,83644.66
Sep 24,SES,Other opex expenses,283545.3963492063
Sep 24,JIG,Gross Sales,4337802.0
Sep 24,JIG,Net Sales,4298899.619047619
Sep 24,JIG,COGS (food +packaging),1800476.058378566
Sep 24,JIG,Gross margin,2498423.560669053
Sep 24,JIG,store Labor Cost,437447.49
Sep 24,JIG,Utility Cost,196100.0
Sep 24,JIG,CAM,8650.0
Sep 24,JIG,Aggregator commission,771271.09
Sep 24,JIG,Marketing & advertisement,137834.6
Sep 24,JIG,Other opex expenses,221571.9454285715
Sep 24,GCN,Gross Sales,3139696.0
Sep 24,GCN,Net Sales,3110017.857142857
Sep 24,GCN,COGS (food +packaging),1336129.342366182
Sep 24,GCN,Gross margin,1773888.514776674
Sep 24,GCN,store Labor Cost,363416.32
Sep 24,GCN,Utility Cost,103433.0
Sep 24,GCN,CAM,72853.0
Sep 24,GCN,Aggregator commission,559556.93
Sep 24,GCN,Marketing & advertisement,105384.91
Sep 24,GCN,Other opex expenses,240526.9609682539
Sep 24,ANN,Gross Sales,4358393.0
Sep 24,ANN,Net Sales,4283235.999999999
Sep 24,ANN,COGS (food +packaging),1682350.360047246
Sep 24,ANN,Gross margin,2600885.639952753
Sep 24,ANN,store Labor Cost,500127.055
Sep 24,ANN,Utility Cost,148130.0
Sep 24,ANN,CAM,86146.0
Sep 24,ANN,Aggregator commission,623454.05
