Month,Metric,Store,Amount
May 2024,Gross margin,JAP,14.6
May 2024,store Labor Cost,JAP,3.2
May 2024,Utility Cost,JAP,1.1
May 2024,Rent ,JAP,0.4
May 2024,CAM,JAP,0.0
May 2024,Aggregator commission,JAP,5.7
May 2024,Marketing & advertisement,JAP,2.0
May 2024,Other opex expenses,JAP,1.5
May 2024,Total outlet expenses,JAP,14.1
May 2024,Outlet EBITDA,JAP,0.6
Jun 2024,Gross Sales,JAP,24.4
Jun 2024,GST,JAP,0.0
Jun 2024,Net Sales,JAP,24.4
Jun 2024,COGS (food +packaging),JAP,10.7
Jun 2024,Gross margin,JAP,13.7
Jun 2024,store Labor Cost,JAP,3.5
Jun 2024,Utility Cost,JAP,1.1
Jun 2024,Rent ,JAP,0.4
Jun 2024,CAM,JAP,0.0
Jun 2024,Aggregator commission,JAP,5.4
Jun 2024,Marketing & advertisement,JAP,1.3
Jun 2024,Other opex expenses,JAP,1.2
Jun 2024,Total outlet expenses,JAP,12.8
Jun 2024,Outlet EBITDA,JAP,0.9
Jul 2024,Gross Sales,JAP,26.2
Jul 2024,GST,JAP,0.0
Jul 2024,Net Sales,JAP,26.2
Jul 2024,COGS (food +packaging),JAP,11.0
Jul 2024,Gross margin,JAP,15.1
Jul 2024,store Labor Cost,JAP,3.0
Jul 2024,Utility Cost,JAP,1.3
Jul 2024,Rent ,JAP,0.4
Jul 2024,CAM,JAP,0.0
Jul 2024,Aggregator commission,JAP,5.8
Jul 2024,Marketing & advertisement,JAP,1.0
Jul 2024,Other opex expenses,JAP,1.6
Jul 2024,Total outlet expenses,JAP,13.0
Jul 2024,Outlet EBITDA,JAP,2.1
Aug 2024,Gross Sales,JAP,31.2
Aug 2024,GST,JAP,0.0
Aug 2024,Net Sales,JAP,31.2
Aug 2024,COGS (food +packaging),JAP,13.1
Aug 2024,Gross margin,JAP,18.2
Aug 2024,store Labor Cost,JAP,3.6
Aug 2024,Utility Cost,JAP,1.4
Aug 2024,Rent ,JAP,0.4
Aug 2024,CAM,JAP,0.0
Aug 2024,Aggregator commission,JAP,6.9
Aug 2024,Marketing & advertisement,JAP,1.2
Aug 2024,Other opex expenses,JAP,1.4
Aug 2024,Total outlet expenses,JAP,15.0
Aug 2024,Outlet EBITDA,JAP,3.2
May 2025,Gross Sales,JAP,37.9
May 2025,GST,JAP,0.0
May 2025,Net Sales,JAP,37.9
May 2025,COGS (food +packaging),JAP,14.4
May 2025,Gross margin,JAP,23.5
May 2025,store Labor Cost,JAP,4.0
May 2025,Utility Cost,JAP,1.1
May 2025,Rent ,JAP,0.5
May 2025,CAM,JAP,0.0
May 2025,Aggregator commission,JAP,8.3
May 2025,Marketing & advertisement,JAP,2.1
May 2025,Other opex expenses,JAP,2.1
May 2025,Total outlet expenses,JAP,18.1
May 2025,Outlet EBITDA,JAP,5.4
Apr 2024,Gross Sales,DWR,26.2
Apr 2024,GST,DWR,0.0
Apr 2024,Net Sales,DWR,26.2
Apr 2024,COGS (food +packaging),DWR,10.5
Apr 2024,Gross margin,DWR,15.8
Apr 2024,store Labor Cost,DWR,2.8
Apr 2024,Utility Cost,DWR,0.9
Apr 2024,Rent ,DWR,0.4
Apr 2024,CAM,DWR,0.0
Apr 2024,Aggregator commission,DWR,5.7
Apr 2024,Marketing & advertisement,DWR,1.9
Apr 2024,Other opex expenses,DWR,1.5
Apr 2024,Total outlet expenses,DWR,13.1
Apr 2024,Outlet EBITDA,DWR,2.6
May 2024,Gross Sales,DWR,31.0
May 2024,GST,DWR,0.0
May 2024,Net Sales,DWR,31.0
May 2024,COGS (food +packaging),DWR,13.9
May 2024,Gross margin,DWR,17.2
May 2024,store Labor Cost,DWR,3.2
May 2024,Utility Cost,DWR,1.1
May 2024,Rent ,DWR,0.4
May 2024,CAM,DWR,0.0
May 2024,Aggregator commission,DWR,6.8
May 2024,Marketing & advertisement,DWR,2.0
May 2024,Other opex expenses,DWR,1.6
May 2024,Total outlet expenses,DWR,15.2
May 2024,Outlet EBITDA,DWR,2.0
Jun 2024,Gross Sales,DWR,29.3
Jun 2024,GST,DWR,0.0
Jun 2024,Net Sales,DWR,29.3
Jun 2024,COGS (food +packaging),DWR,12.7
Jun 2024,Gross margin,DWR,16.5
Jun 2024,store Labor Cost,DWR,3.2
Jun 2024,Utility Cost,DWR,1.1
Jun 2024,Rent ,DWR,0.4
Jun 2024,CAM,DWR,0.0
Jun 2024,Aggregator commission,DWR,6.4
Jun 2024,Marketing & advertisement,DWR,1.2
Jun 2024,Other opex expenses,DWR,1.2
Jun 2024,Total outlet expenses,DWR,13.4
Jun 2024,Outlet EBITDA,DWR,3.2
Jul 2024,Gross Sales,DWR,30.1
Jul 2024,GST,DWR,0.0
Jul 2024,Net Sales,DWR,30.1
Jul 2024,COGS (food +packaging),DWR,12.9
Jul 2024,Gross margin,DWR,17.2
Jul 2024,store Labor Cost,DWR,2.9
Jul 2024,Utility Cost,DWR,1.1
Jul 2024,Rent ,DWR,0.4
Jul 2024,CAM,DWR,0.0
Jul 2024,Aggregator commission,DWR,6.6
Jul 2024,Marketing & advertisement,DWR,1.2
Jul 2024,Other opex expenses,DWR,1.6
Jul 2024,Total outlet expenses,DWR,13.7
Jul 2024,Outlet EBITDA,DWR,3.5
Aug 2024,Gross Sales,DWR,34.2
Aug 2024,GST,DWR,0.0
Aug 2024,Net Sales,DWR,34.2
Aug 2024,COGS (food +packaging),DWR,14.0
Aug 2024,Gross margin,DWR,20.2
Aug 2024,store Labor Cost,DWR,3.3
Aug 2024,Utility Cost,DWR,1.3
Aug 2024,Rent ,DWR,0.4
Aug 2024,CAM,DWR,0.0
Aug 2024,Aggregator commission,DWR,7.5
Aug 2024,Marketing & advertisement,DWR,1.3
Aug 2024,Other opex expenses,DWR,1.4
Aug 2024,Total outlet expenses,DWR,15.0
Aug 2024,Outlet EBITDA,DWR,5.2
May 2025,Gross Sales,DWR,51.2
May 2025,GST,DWR,0.0
May 2025,Net Sales,DWR,51.2
May 2025,COGS (food +packaging),DWR,19.6
May 2025,Gross margin,DWR,31.6
May 2025,store Labor Cost,DWR,4.1
May 2025,Utility Cost,DWR,1.2
May 2025,Rent ,DWR,0.4
May 2025,CAM,DWR,0.0
May 2025,Aggregator commission,DWR,11.2
May 2025,Marketing & advertisement,DWR,2.3
May 2025,Other opex expenses,DWR,1.7
May 2025,Total outlet expenses,DWR,21.1
May 2025,Outlet EBITDA,DWR,10.6
Apr 2024,Gross Sales,AVK,24.7
Apr 2024,GST,AVK,0.3
Apr 2024,Net Sales,AVK,24.3
Apr 2024,COGS (food +packaging),AVK,9.8
Apr 2024,Gross margin,AVK,14.5
Apr 2024,store Labor Cost,AVK,4.1
Apr 2024,Utility Cost,AVK,0.8
Apr 2024,Rent ,AVK,2.5
Apr 2024,CAM,AVK,0.8
Apr 2024,Aggregator commission,AVK,3.9
Apr 2024,Marketing & advertisement,AVK,1.9
Apr 2024,Other opex expenses,AVK,1.0
Apr 2024,Total outlet expenses,AVK,15.0
Apr 2024,Outlet EBITDA,AVK,-0.4
May 2024,Gross Sales,AVK,25.6
May 2024,GST,AVK,0.4
May 2024,Net Sales,AVK,25.2
May 2024,COGS (food +packaging),AVK,10.2
May 2024,Gross margin,AVK,14.9
May 2024,store Labor Cost,AVK,4.1
May 2024,Utility Cost,AVK,1.1
May 2024,Rent ,AVK,2.5
May 2024,CAM,AVK,0.8
May 2024,Aggregator commission,AVK,3.7
May 2024,Marketing & advertisement,AVK,1.3
May 2024,Other opex expenses,AVK,1.3
May 2024,Total outlet expenses,AVK,14.7
May 2024,Outlet EBITDA,AVK,0.2
Jun 2024,Gross Sales,AVK,24.5
Jun 2024,GST,AVK,0.4
Jun 2024,Net Sales,AVK,24.1
Jun 2024,COGS (food +packaging),AVK,10.2
Jun 2024,Gross margin,AVK,13.8
Jun 2024,store Labor Cost,AVK,3.6
Jun 2024,Utility Cost,AVK,1.1
Jun 2024,Rent ,AVK,2.6
Jun 2024,CAM,AVK,0.8
Jun 2024,Aggregator commission,AVK,3.4
Jun 2024,Marketing & advertisement,AVK,1.0
Jun 2024,Other opex expenses,AVK,1.0
Jun 2024,Total outlet expenses,AVK,13.5
Jun 2024,Outlet EBITDA,AVK,0.3
Jul 2024,Gross Sales,AVK,23.2
Jul 2024,GST,AVK,0.4
Jul 2024,Net Sales,AVK,22.8
Jul 2024,COGS (food +packaging),AVK,9.8
Jul 2024,Gross margin,AVK,13.0
Jul 2024,store Labor Cost,AVK,4.1
Jul 2024,Utility Cost,AVK,1.0
Jul 2024,Rent ,AVK,2.4
Jul 2024,CAM,AVK,0.8
Jul 2024,Aggregator commission,AVK,3.4
Jul 2024,Marketing & advertisement,AVK,0.9
Jul 2024,Other opex expenses,AVK,1.4
Jul 2024,Total outlet expenses,AVK,13.9
Jul 2024,Outlet EBITDA,AVK,-0.9
Aug 2024,Gross Sales,AVK,21.8
Aug 2024,GST,AVK,0.4
Aug 2024,Net Sales,AVK,21.5
Aug 2024,COGS (food +packaging),AVK,8.7
Aug 2024,Gross margin,AVK,12.8
Aug 2024,store Labor Cost,AVK,3.4
Aug 2024,Utility Cost,AVK,1.0
Aug 2024,Rent ,AVK,2.5
Aug 2024,CAM,AVK,0.8
Aug 2024,Aggregator commission,AVK,3.1
Aug 2024,Marketing & advertisement,AVK,0.8
Aug 2024,Other opex expenses,AVK,1.2
Aug 2024,Total outlet expenses,AVK,12.8
Aug 2024,Outlet EBITDA,AVK,0.0
May 2025,Gross Sales,AVK,17.1
May 2025,GST,AVK,0.4
May 2025,Net Sales,AVK,16.7
May 2025,COGS (food +packaging),AVK,6.8
May 2025,Gross margin,AVK,9.8
May 2025,store Labor Cost,AVK,3.9
May 2025,Utility Cost,AVK,0.9
May 2025,Rent ,AVK,2.1
May 2025,CAM,AVK,0.8
May 2025,Aggregator commission,AVK,1.9
May 2025,Marketing & advertisement,AVK,0.6
May 2025,Other opex expenses,AVK,1.1
May 2025,Total outlet expenses,AVK,11.4
May 2025,Outlet EBITDA,AVK,-1.6
Apr 2024,Gross Sales,CYG,24.6
Apr 2024,GST,CYG,0.5
Apr 2024,Net Sales,CYG,24.2
Apr 2024,COGS (food +packaging),CYG,7.6
Apr 2024,Gross margin,CYG,16.5
Apr 2024,store Labor Cost,CYG,2.6
Apr 2024,Utility Cost,CYG,0.7
Apr 2024,Rent ,CYG,2.8
Apr 2024,CAM,CYG,0.9
Apr 2024,Aggregator commission,CYG,3.2
Apr 2024,Marketing & advertisement,CYG,0.3
Apr 2024,Other opex expenses,CYG,1.3
Apr 2024,Total outlet expenses,CYG,11.7
Apr 2024,Outlet EBITDA,CYG,4.8
May 2024,Gross Sales,CYG,24.4
May 2024,GST,CYG,0.5
May 2024,Net Sales,CYG,23.9
May 2024,COGS (food +packaging),CYG,7.5
May 2024,Gross margin,CYG,16.3
May 2024,store Labor Cost,CYG,3.5
May 2024,Utility Cost,CYG,0.7
May 2024,Rent ,CYG,2.8
May 2024,CAM,CYG,0.9
May 2024,Aggregator commission,CYG,3.0
May 2024,Marketing & advertisement,CYG,0.1
May 2024,Other opex expenses,CYG,1.2
May 2024,Total outlet expenses,CYG,12.1
May 2024,Outlet EBITDA,CYG,4.2
Jun 2024,Gross Sales,CYG,20.4
Jun 2024,GST,CYG,0.5
Jun 2024,Net Sales,CYG,19.9
Jun 2024,COGS (food +packaging),CYG,7.3
Jun 2024,Gross margin,CYG,12.6
Jun 2024,store Labor Cost,CYG,2.8
Jun 2024,Utility Cost,CYG,0.8
Jun 2024,Rent ,CYG,2.4
Jun 2024,CAM,CYG,0.9
Jun 2024,Aggregator commission,CYG,2.2
Jun 2024,Marketing & advertisement,CYG,0.2
Jun 2024,Other opex expenses,CYG,1.0
Jun 2024,Total outlet expenses,CYG,10.3
Jun 2024,Outlet EBITDA,CYG,2.3
Jul 2024,Gross Sales,CYG,25.7
Jul 2024,GST,CYG,0.5
Jul 2024,Net Sales,CYG,25.2
Jul 2024,COGS (food +packaging),CYG,9.0
Jul 2024,Gross margin,CYG,16.2
Jul 2024,store Labor Cost,CYG,3.4
Jul 2024,Utility Cost,CYG,0.8
Jul 2024,Rent ,CYG,3.0
Jul 2024,CAM,CYG,0.9
Jul 2024,Aggregator commission,CYG,3.1
Jul 2024,Marketing & advertisement,CYG,0.1
Jul 2024,Other opex expenses,CYG,1.4
Jul 2024,Total outlet expenses,CYG,12.7
Jul 2024,Outlet EBITDA,CYG,3.5
Aug 2024,Gross Sales,CYG,24.0
Aug 2024,GST,CYG,0.5
Aug 2024,Net Sales,CYG,23.5
Aug 2024,COGS (food +packaging),CYG,8.2
Aug 2024,Gross margin,CYG,15.3
Aug 2024,store Labor Cost,CYG,3.4
Aug 2024,Utility Cost,CYG,0.9
Aug 2024,Rent ,CYG,2.8
Aug 2024,CAM,CYG,0.9
Aug 2024,Aggregator commission,CYG,2.9
Aug 2024,Marketing & advertisement,CYG,0.0
Aug 2024,Other opex expenses,CYG,1.1
Aug 2024,Total outlet expenses,CYG,12.0
Aug 2024,Outlet EBITDA,CYG,3.3
May 2025,Gross Sales,CYG,33.3
May 2025,GST,CYG,0.6
May 2025,Net Sales,CYG,32.7
May 2025,COGS (food +packaging),CYG,10.7
May 2025,Gross margin,CYG,22.0
May 2025,store Labor Cost,CYG,3.7
May 2025,Utility Cost,CYG,1.0
May 2025,Rent ,CYG,3.7
May 2025,CAM,CYG,0.9
May 2025,Aggregator commission,CYG,4.3
May 2025,Marketing & advertisement,CYG,0.4
May 2025,Other opex expenses,CYG,1.1
May 2025,Total outlet expenses,CYG,15.2
May 2025,Outlet EBITDA,CYG,6.8
Apr 2024,Gross Sales,NSS,31.5
Apr 2024,GST,NSS,0.0
Apr 2024,Net Sales,NSS,31.5
Apr 2024,COGS (food +packaging),NSS,12.2
Apr 2024,Gross margin,NSS,19.3
Apr 2024,store Labor Cost,NSS,3.0
Apr 2024,Utility Cost,NSS,1.1
Apr 2024,Rent ,NSS,0.5
Apr 2024,CAM,NSS,0.0
Apr 2024,Aggregator commission,NSS,7.0
Apr 2024,Marketing & advertisement,NSS,1.5
Apr 2024,Other opex expenses,NSS,1.5
Apr 2024,Total outlet expenses,NSS,14.6
Apr 2024,Outlet EBITDA,NSS,4.7
May 2024,Gross Sales,NSS,39.1
May 2024,GST,NSS,0.0
May 2024,Net Sales,NSS,39.1
May 2024,COGS (food +packaging),NSS,15.4
May 2024,Gross margin,NSS,23.7
May 2024,store Labor Cost,NSS,3.0
May 2024,Utility Cost,NSS,1.4
May 2024,Rent ,NSS,0.5
May 2024,CAM,NSS,0.0
May 2024,Aggregator commission,NSS,8.7
May 2024,Marketing & advertisement,NSS,1.9
May 2024,Other opex expenses,NSS,1.8
May 2024,Total outlet expenses,NSS,17.4
May 2024,Outlet EBITDA,NSS,6.4
Jun 2024,Gross Sales,NSS,36.5
Jun 2024,GST,NSS,0.0
Jun 2024,Net Sales,NSS,36.5
Jun 2024,COGS (food +packaging),NSS,15.2
Jun 2024,Gross margin,NSS,21.4
Jun 2024,store Labor Cost,NSS,2.8
Jun 2024,Utility Cost,NSS,1.2
Jun 2024,Rent ,NSS,0.5
Jun 2024,CAM,NSS,0.0
Jun 2024,Aggregator commission,NSS,8.1
Jun 2024,Marketing & advertisement,NSS,1.1
Jun 2024,Other opex expenses,NSS,1.7
Jun 2024,Total outlet expenses,NSS,15.4
Jun 2024,Outlet EBITDA,NSS,6.0
Jul 2024,Gross Sales,NSS,37.0
Jul 2024,GST,NSS,0.0
Jul 2024,Net Sales,NSS,37.0
Jul 2024,COGS (food +packaging),NSS,15.9
Jul 2024,Gross margin,NSS,21.1
Jul 2024,store Labor Cost,NSS,2.9
Jul 2024,Utility Cost,NSS,1.2
Jul 2024,Rent ,NSS,0.5
Jul 2024,CAM,NSS,0.0
Jul 2024,Aggregator commission,NSS,8.2
Jul 2024,Marketing & advertisement,NSS,1.0
Jul 2024,Other opex expenses,NSS,2.1
Jul 2024,Total outlet expenses,NSS,15.9
Jul 2024,Outlet EBITDA,NSS,5.2
Aug 2024,Gross Sales,NSS,39.2
Aug 2024,GST,NSS,0.0
Aug 2024,Net Sales,NSS,39.2
Aug 2024,COGS (food +packaging),NSS,16.5
Aug 2024,Gross margin,NSS,22.7
Aug 2024,store Labor Cost,NSS,2.7
Aug 2024,Utility Cost,NSS,1.4
Aug 2024,Rent ,NSS,0.5
Aug 2024,CAM,NSS,0.0
Aug 2024,Aggregator commission,NSS,8.7
Aug 2024,Marketing & advertisement,NSS,0.7
Aug 2024,Other opex expenses,NSS,2.4
Aug 2024,Total outlet expenses,NSS,16.2
Aug 2024,Outlet EBITDA,NSS,6.5
May 2025,Gross Sales,NSS,44.6
May 2025,GST,NSS,0.0
May 2025,Net Sales,NSS,44.6
May 2025,COGS (food +packaging),NSS,15.7
May 2025,Gross margin,NSS,29.0
May 2025,store Labor Cost,NSS,4.6
May 2025,Utility Cost,NSS,1.6
May 2025,Rent ,NSS,0.5
May 2025,CAM,NSS,0.0
May 2025,Aggregator commission,NSS,9.7
May 2025,Marketing & advertisement,NSS,1.9
May 2025,Other opex expenses,NSS,1.8
May 2025,Total outlet expenses,NSS,20.1
May 2025,Outlet EBITDA,NSS,8.8
Apr 2024,Gross Sales,GEB,28.4
Apr 2024,GST,GEB,0.3
Apr 2024,Net Sales,GEB,28.2
Apr 2024,COGS (food +packaging),GEB,10.9
Apr 2024,Gross margin,GEB,17.2
Apr 2024,store Labor Cost,GEB,3.8
Apr 2024,Utility Cost,GEB,1.8
Apr 2024,Rent ,GEB,0.9
Apr 2024,CAM,GEB,0.6
Apr 2024,Aggregator commission,GEB,5.0
Apr 2024,Marketing & advertisement,GEB,1.9
Apr 2024,Other opex expenses,GEB,1.5
Apr 2024,Total outlet expenses,GEB,15.5
Apr 2024,Outlet EBITDA,GEB,1.8
May 2024,Gross Sales,GEB,34.0
May 2024,GST,GEB,0.3
May 2024,Net Sales,GEB,33.7
May 2024,COGS (food +packaging),GEB,13.2
May 2024,Gross margin,GEB,20.5
May 2024,store Labor Cost,GEB,3.9
May 2024,Utility Cost,GEB,1.9
May 2024,Rent ,GEB,1.2
May 2024,CAM,GEB,0.6
May 2024,Aggregator commission,GEB,5.9
May 2024,Marketing & advertisement,GEB,2.2
May 2024,Other opex expenses,GEB,1.6
May 2024,Total outlet expenses,GEB,17.3
May 2024,Outlet EBITDA,GEB,3.3
Jun 2024,Gross Sales,GEB,28.9
Jun 2024,GST,GEB,0.3
Jun 2024,Net Sales,GEB,28.6
Jun 2024,COGS (food +packaging),GEB,12.3
Jun 2024,Gross margin,GEB,16.4
Jun 2024,store Labor Cost,GEB,3.5
Jun 2024,Utility Cost,GEB,2.1
Jun 2024,Rent ,GEB,1.1
Jun 2024,CAM,GEB,0.6
Jun 2024,Aggregator commission,GEB,4.9
Jun 2024,Marketing & advertisement,GEB,1.7
Jun 2024,Other opex expenses,GEB,1.3
Jun 2024,Total outlet expenses,GEB,15.2
Jun 2024,Outlet EBITDA,GEB,1.2
Jul 2024,Gross Sales,GEB,30.6
Jul 2024,GST,GEB,0.3
Jul 2024,Net Sales,GEB,30.2
Jul 2024,COGS (food +packaging),GEB,13.0
Jul 2024,Gross margin,GEB,17.2
Jul 2024,store Labor Cost,GEB,3.6
Jul 2024,Utility Cost,GEB,2.2
Jul 2024,Rent ,GEB,1.2
Jul 2024,CAM,GEB,0.6
Jul 2024,Aggregator commission,GEB,5.1
Jul 2024,Marketing & advertisement,GEB,1.2
Jul 2024,Other opex expenses,GEB,1.5
Jul 2024,Total outlet expenses,GEB,15.4
Jul 2024,Outlet EBITDA,GEB,1.7
Aug 2024,Gross Sales,GEB,30.8
Aug 2024,GST,GEB,0.3
Aug 2024,Net Sales,GEB,30.5
Aug 2024,COGS (food +packaging),GEB,12.4
Aug 2024,Gross margin,GEB,18.1
Aug 2024,store Labor Cost,GEB,3.9
Aug 2024,Utility Cost,GEB,2.2
Aug 2024,Rent ,GEB,1.1
Aug 2024,CAM,GEB,0.6
Aug 2024,Aggregator commission,GEB,5.3
Aug 2024,Marketing & advertisement,GEB,1.0
Aug 2024,Other opex expenses,GEB,1.6
Aug 2024,Total outlet expenses,GEB,15.6
Aug 2024,Outlet EBITDA,GEB,2.5
May 2025,Gross Sales,GEB,44.1
May 2025,GST,GEB,0.5
May 2025,Net Sales,GEB,43.6
May 2025,COGS (food +packaging),GEB,16.1
May 2025,Gross margin,GEB,27.5
May 2025,store Labor Cost,GEB,4.6
May 2025,Utility Cost,GEB,1.2
May 2025,Rent ,GEB,1.7
May 2025,CAM,GEB,0.6
May 2025,Aggregator commission,GEB,7.3
May 2025,Marketing & advertisement,GEB,1.5
May 2025,Other opex expenses,GEB,1.9
May 2025,Total outlet expenses,GEB,18.8
May 2025,Outlet EBITDA,GEB,8.8
Apr 2024,Gross Sales,ROH,20.8
Apr 2024,GST,ROH,0.0
Apr 2024,Net Sales,ROH,20.8
Apr 2024,COGS (food +packaging),ROH,8.4
Apr 2024,Gross margin,ROH,12.4
Apr 2024,store Labor Cost,ROH,3.3
Apr 2024,Utility Cost,ROH,1.1
Apr 2024,Rent ,ROH,0.4
Apr 2024,CAM,ROH,0.0
Apr 2024,Aggregator commission,ROH,4.6
Apr 2024,Marketing & advertisement,ROH,2.0
Apr 2024,Other opex expenses,ROH,1.3
Apr 2024,Total outlet expenses,ROH,12.8
Apr 2024,Outlet EBITDA,ROH,-0.4
May 2024,Gross Sales,ROH,25.4
May 2024,GST,ROH,0.0
May 2024,Net Sales,ROH,25.4
May 2024,COGS (food +packaging),ROH,10.6
May 2024,Gross margin,ROH,14.8
May 2024,store Labor Cost,ROH,3.6
May 2024,Utility Cost,ROH,1.2
May 2024,Rent ,ROH,0.4
May 2024,CAM,ROH,0.0
May 2024,Aggregator commission,ROH,5.7
May 2024,Marketing & advertisement,ROH,2.2
May 2024,Other opex expenses,ROH,1.4
May 2024,Total outlet expenses,ROH,14.5
May 2024,Outlet EBITDA,ROH,0.3
Jun 2024,Gross Sales,ROH,24.7
Jun 2024,GST,ROH,0.0
Jun 2024,Net Sales,ROH,24.7
Jun 2024,COGS (food +packaging),ROH,10.5
Jun 2024,Gross margin,ROH,14.2
Jun 2024,store Labor Cost,ROH,3.8
Jun 2024,Utility Cost,ROH,1.3
Jun 2024,Rent ,ROH,0.4
Jun 2024,CAM,ROH,0.0
Jun 2024,Aggregator commission,ROH,5.4
Jun 2024,Marketing & advertisement,ROH,1.2
Jun 2024,Other opex expenses,ROH,1.3
Jun 2024,Total outlet expenses,ROH,13.5
Jun 2024,Outlet EBITDA,ROH,0.7
Jul 2024,Gross Sales,ROH,24.5
Jul 2024,GST,ROH,0.0
Jul 2024,Net Sales,ROH,24.5
Jul 2024,COGS (food +packaging),ROH,10.6
Jul 2024,Gross margin,ROH,13.9
Jul 2024,store Labor Cost,ROH,3.3
Jul 2024,Utility Cost,ROH,1.2
Jul 2024,Rent ,ROH,0.4
Jul 2024,CAM,ROH,0.0
Jul 2024,Aggregator commission,ROH,5.4
Jul 2024,Marketing & advertisement,ROH,1.2
Jul 2024,Other opex expenses,ROH,1.5
Jul 2024,Total outlet expenses,ROH,13.0
Jul 2024,Outlet EBITDA,ROH,0.9
Aug 2024,Gross Sales,ROH,28.8
Aug 2024,GST,ROH,0.0
Aug 2024,Net Sales,ROH,28.8
Aug 2024,COGS (food +packaging),ROH,11.7
Aug 2024,Gross margin,ROH,17.1
Aug 2024,store Labor Cost,ROH,3.3
Aug 2024,Utility Cost,ROH,1.3
Aug 2024,Rent ,ROH,0.4
Aug 2024,CAM,ROH,0.0
Aug 2024,Aggregator commission,ROH,6.3
Aug 2024,Marketing & advertisement,ROH,1.1
Aug 2024,Other opex expenses,ROH,1.4
Aug 2024,Total outlet expenses,ROH,13.8
Aug 2024,Outlet EBITDA,ROH,3.3
May 2025,Gross Sales,ROH,43.7
May 2025,GST,ROH,0.0
May 2025,Net Sales,ROH,43.7
May 2025,COGS (food +packaging),ROH,15.7
May 2025,Gross margin,ROH,28.0
May 2025,store Labor Cost,ROH,4.2
May 2025,Utility Cost,ROH,1.7
May 2025,Rent ,ROH,0.6
May 2025,CAM,ROH,0.0
May 2025,Aggregator commission,ROH,9.5
May 2025,Marketing & advertisement,ROH,1.8
May 2025,Other opex expenses,ROH,1.6
May 2025,Total outlet expenses,ROH,19.4
May 2025,Outlet EBITDA,ROH,8.5
Apr 2024,Gross Sales,EKL,46.5
Apr 2024,GST,EKL,0.4
Apr 2024,Net Sales,EKL,46.0
Apr 2024,COGS (food +packaging),EKL,18.4
Apr 2024,Gross margin,EKL,27.6
Apr 2024,store Labor Cost,EKL,5.6
Apr 2024,Utility Cost,EKL,1.7
Apr 2024,Rent ,EKL,3.5
Apr 2024,CAM,EKL,0.0
Apr 2024,Aggregator commission,EKL,8.2
Apr 2024,Marketing & advertisement,EKL,2.4
Apr 2024,Other opex expenses,EKL,1.8
Apr 2024,Total outlet expenses,EKL,23.3
Apr 2024,Outlet EBITDA,EKL,4.3
May 2024,Gross Sales,EKL,55.4
May 2024,GST,EKL,0.6
May 2024,Net Sales,EKL,54.8
May 2024,COGS (food +packaging),EKL,22.4
May 2024,Gross margin,EKL,32.4
May 2024,store Labor Cost,EKL,5.6
May 2024,Utility Cost,EKL,2.5
May 2024,Rent ,EKL,3.5
May 2024,CAM,EKL,0.0
May 2024,Aggregator commission,EKL,9.8
May 2024,Marketing & advertisement,EKL,2.9
May 2024,Other opex expenses,EKL,2.0
May 2024,Total outlet expenses,EKL,26.3
May 2024,Outlet EBITDA,EKL,6.1
Jun 2024,Gross Sales,EKL,53.3
Jun 2024,GST,EKL,0.6
Jun 2024,Net Sales,EKL,52.7
Jun 2024,COGS (food +packaging),EKL,22.2
Jun 2024,Gross margin,EKL,30.5
Jun 2024,store Labor Cost,EKL,5.7
Jun 2024,Utility Cost,EKL,2.5
Jun 2024,Rent ,EKL,3.5
Jun 2024,CAM,EKL,0.0
Jun 2024,Aggregator commission,EKL,9.0
Jun 2024,Marketing & advertisement,EKL,2.8
Jun 2024,Other opex expenses,EKL,2.4
Jun 2024,Total outlet expenses,EKL,25.9
Jun 2024,Outlet EBITDA,EKL,4.6
Jul 2024,Gross Sales,EKL,57.5
Jul 2024,GST,EKL,0.6
Jul 2024,Net Sales,EKL,56.8
Jul 2024,COGS (food +packaging),EKL,24.1
Jul 2024,Gross margin,EKL,32.7
Jul 2024,store Labor Cost,EKL,5.8
Jul 2024,Utility Cost,EKL,3.1
Jul 2024,Rent ,EKL,3.5
Jul 2024,CAM,EKL,0.0
Jul 2024,Aggregator commission,EKL,9.9
Jul 2024,Marketing & advertisement,EKL,1.8
Jul 2024,Other opex expenses,EKL,2.0
Jul 2024,Total outlet expenses,EKL,26.0
Jul 2024,Outlet EBITDA,EKL,6.7
Aug 2024,Gross Sales,EKL,63.4
Aug 2024,GST,EKL,0.8
Aug 2024,Net Sales,EKL,62.7
Aug 2024,COGS (food +packaging),EKL,26.4
Aug 2024,Gross margin,EKL,36.3
Aug 2024,store Labor Cost,EKL,5.6
Aug 2024,Utility Cost,EKL,3.6
Aug 2024,Rent ,EKL,3.5
Aug 2024,CAM,EKL,0.0
Aug 2024,Aggregator commission,EKL,10.6
Aug 2024,Marketing & advertisement,EKL,2.3
Aug 2024,Other opex expenses,EKL,2.3
Aug 2024,Total outlet expenses,EKL,27.9
Aug 2024,Outlet EBITDA,EKL,8.4
May 2025,Gross Sales,EKL,71.6
May 2025,GST,EKL,0.8
May 2025,Net Sales,EKL,70.8
May 2025,COGS (food +packaging),EKL,26.2
May 2025,Gross margin,EKL,44.7
May 2025,store Labor Cost,EKL,7.8
May 2025,Utility Cost,EKL,3.9
May 2025,Rent ,EKL,3.8
May 2025,CAM,EKL,0.0
